question_id,source_file,unit_code,unit_name,institution,year,semester,paper_type,question_number,question_text,marks,question_type,difficulty,has_diagram,diagram_file,diagram_description,tags,model_solution,status
3648c8da,CIRCUIT THEORY EEE 203 (1).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015,1,End of Semester,TWO (b),(b) Calculate currents in the $20\Omega$ resistor in fig 2(b),5,calculation,medium,true,dataset/diagrams/CIRCUIT_THEORY_EEE_203__1__pdf_TWO__b__3648c8da.jpg,circuit diagram,"circuit analysis, Kirchhoff's laws, mesh analysis",,extracted
290ce89e,CIRCUIT THEORY EEE 203 (1).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015,1,End of Semester,TWO (c),"(c) Determine the currents $I_1, I_2, I_3$ flowing in the circuit Fig 2(c)",5,calculation,medium,true,dataset/diagrams/CIRCUIT_THEORY_EEE_203__1__pdf_TWO__c__290ce89e.jpg,circuit diagram,"circuit analysis, Kirchhoff's laws, mesh analysis",,extracted
adb3c2f9,CIRCUIT THEORY EEE 203 (1).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015,1,End of Semester,THREE (a),"State the following theorems
(i) Nortons theorem
(ii) Superposition theorem
(iii) Maxwells mesh current method",3,explanation,medium,false,,,"Norton theorem, superposition theorem, mesh analysis",,extracted
30ecced4,CIRCUIT THEORY EEE 203 (1).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015,1,End of Semester,THREE (b),(ii) Use Thevenins theorem to find the current through $R_1$ in the same circuit Fig 3(b),5,calculation,medium,true,,circuit diagram,"Thevenin theorem, circuit analysis",,extracted
9197e837,CIRCUIT THEORY EEE 203 (1).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015,1,End of Semester,ONE a),"Define the following terms, show their units and how they relate to each other.
i) Capacitance (C)
ii) Inductance (L)
iii) Impedance (Z)
iv) Power factor (p.f)",3,explanation,easy,false,,,"capacitance, inductance, impedance, power factor",,extracted
f1393c44,CIRCUIT THEORY EEE 203 (1).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015,1,End of Semester,ONE b),"ii) When is an emf labelled positive :
IR drop across a resistor labelled positive :",2,explanation,easy,false,,,"EMF, IR Drop",,extracted
2d44d709,CIRCUIT THEORY EEE 203 (1).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015,1,End of Semester,ONE c),"By Kirchoff's laws, find the currents in various resistors in the circuit shown Fig 1(c)",6,calculation,medium,true,dataset/diagrams/CIRCUIT_THEORY_EEE_203__1__pdf_ONE_c__2d44d709.jpg,circuit diagram,"Kirchoff's laws, circuit analysis",,extracted
4c918fb6,CIRCUIT THEORY EEE 203 (1).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015,1,End of Semester,ONE d),Calculate the value of the unknown resistor R in Fig. 1(d)  The voltage drop across the 500$\Omega$ resistor is 2.5v.,4,calculation,medium,true,dataset/diagrams/CIRCUIT_THEORY_EEE_203__1__pdf_ONE_d__4c918fb6.jpg,circuit diagram,"circuit analysis, Ohm's law",,extracted
8af88785,CIRCUIT THEORY EEE 203 (1).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015,1,End of Semester,UESTION TWO,Define and then identify the following in diagram Fig. (2a),,explanation,medium,true,dataset/diagrams/CIRCUIT_THEORY_EEE_203__1__pdf_UESTION_TWO_8af88785.jpg,circuit diagram,"circuit elements, notation",,extracted
0c097327,CIRCUIT THEORY EEE 203 (1).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015,1,End of Semester,QUESTION FOUR (a),"Explain the following:
(i) An ideal voltage source and ideal current source
(ii) Nortons theorem being the converse of Thevenin's theorem
(iii) When it is appropriate to use star delta /delta star transformation
(iv) The significance of power factor
(v) The significance of operator j",,explanation,medium,false,,,"Voltage source, Current source, Norton's theorem, Thevenin's theorem, Star-delta transformation, Power factor, j operator",,extracted
84b435cb,CIRCUIT THEORY EEE 203 (1).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015,1,End of Semester,QUESTION FOUR (b),Determine the load current kin the branch CD and EF in the circuit below Fig 4(b) by converting first the star into Delta .All resistance are in ohms ,6,calculation,medium,true,dataset/diagrams/CIRCUIT_THEORY_EEE_203__1__pdf_QUESTION_FOUR__b__84b435cb.jpg,Star-delta circuit conversion,"Star-delta transformation, Circuit analysis, Resistors",,extracted
e1556bb2,CIRCUIT THEORY EEE 203 (1).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015,1,End of Semester,QUESTION FIVE,"A coil of p.f 0.8 is connected in series with a $110\mu F$ capacitor. The supply frequency is 50 Hz. The p.d across the coil is found to be equal to the p.d across the capacitor.
Calculate the resistance and inductance of the coil",4,calculation,medium,false,,,"Power factor, Inductance, Capacitance, Series circuit, AC circuit analysis",,extracted
cc40af3e,CIRCUIT THEORY EEE 203 (1).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015,1,End of Semester,QUESTION FOUR a),"A voltage of $230 \angle 30^\circ$ V is applied to two circuits connected in parallel. The current in the branches are $20 \angle 60^\circ A$ and $40 \angle -30^\circ A$.
Find
i) The total impedance of the circuit
ii) Active and apparent power of each branch",3,calculation,medium,false,,,"Impedance, Active power, Apparent power, AC parallel circuits",,extracted
520bda2c,CIRCUIT THEORY EEE 203 (1).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015,1,End of Semester,QUESTION FOUR b),"Two impedances $Z_1 = 2 + j3$ and $Z_2 = 3-j4$ are connected in parallel across 250V, 50Hz supply.
Calculate
i) The current in each branch
ii) The line current
iii) Circuit p.f
iv) Power taken by the circuit",2,calculation,medium,false,,,"Impedance, Current, Power factor, Power, AC parallel circuits",,extracted
500b0972,CIRCUIT THEORY EEE 203 (1).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015,1,End of Semester,QUESTION ONE a,"Describe
i) Ohms Law
ii) Kirchhoff's Current and voltage laws
iii) The concept of EMF and potential difference",3,explanation,easy,false,,,"Ohm's Law, Kirchhoff's Current Law, Kirchhoff's Voltage Law, EMF, Potential difference",,extracted
af495b13,CIRCUIT THEORY EEE 203 (1).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015,1,End of Semester,QUESTION ONE b,"While applying Kirchhoff's second law to closed circuit, it is important to assign proper sign to EMFs and voltage drops in the closed circuit.
i) When is an Emf labeled positive?
ii) When is an IR drop across a resistor labeled negative?",2,explanation,medium,false,,,"Kirchhoff's Voltage Law, EMF, Voltage drop, Sign convention",,extracted
c79bdf44,CIRCUIT THEORY EEE 203 (1).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015,1,End of Semester,QUESTION ONE c,"A coil of resistance 100 $\Omega$ and inductance 0.15H is connected to a 250V, 50HZ Supply.
Calculate the capacitance to be connected in parallel with the coil so that overall p.f is unity",4,calculation,medium,false,,,"Capacitance, Inductance, Power Factor Correction, AC circuit analysis",,extracted
ec36aac6,CIRCUIT THEORY EEE 203 (1).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015,1,End of Semester,QUESTION ONE d,Calculate the value of the unknown resistance in Fig 1(d ). The voltage drop across the first 500$\Omega$ is 2.5V.,5,calculation,medium,true,dataset/diagrams/CIRCUIT_THEORY_EEE_203__1__pdf_QUESTION_ONE_d_ec36aac6.jpg,Resistive circuit with unknown resistance,"Resistance, Voltage drop, Circuit analysis",,extracted
cb25b829,CIRCUIT THEORY EEE 203 (1).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015,1,End of Semester,QUESTION ONE e,"Determine the value of the resistance R that is needed to have the current I to lag behind the applied voltage V by $90^\circ$ in the circuit shown in Fig 1 (e), where $Z_1 = 30 + j100 \Omega$ $Z_R = 50 + j150 \Omega$",6,calculation,medium,true,dataset/diagrams/CIRCUIT_THEORY_EEE_203__1__pdf_QUESTION_ONE_e_cb25b829.jpg,Circuit with impedance with voltage and current lagging at 90 degrees,"Impedance, Phase angle, AC circuit analysis",,extracted
fb1bff98,CIRCUIT THEORY EEE 203 (1).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015,1,End of Semester,QUESTION TWO a,"Explain the terminologies in dc networks
i) Active element
ii) Passive element
iii) Node
iv) Junction
v) Loop",1,explanation,easy,false,,,"Active element, Passive element, Node, Junction, Loop, DC networks",,extracted
0a377017,CIRCUIT THEORY EEE 203 (1).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015,1,End of Semester,FIVE(a),"Define the following terminologies:
i) Impedance
ii) Admittance
iii) Conductance
iv) Susceptance",5,explanation,easy,false,,,,,extracted
7149e353,CIRCUIT THEORY EEE 203 (1).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015,1,End of Semester,FIVE(b),Show how they relate to each other and indicate their units,2,explanation,medium,false,,,,,extracted
ea53f63f,CIRCUIT THEORY EEE 203 (1).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015,1,End of Semester,FIVE(c),"A 230V, 50Hz a.c. supply is applied to a coil of 0.06H inductance and 2.5$\Omega$ resistance connected in series with a 6.8$\mu$F capacitor.
Calculate
i) Impedance
ii) Current
iii) Phase angle between current and voltage
iv) Power factor
v) Power consumed",7,calculation,medium,false,,,"impedance, current, phase angle, power factor, power",,extracted
47dc2f6f,CIRCUIT THEORY EEE 203 (1).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015,1,End of Semester,FIVE(d),"A single phase motor operating off a 400V, 50Hz supply is developing 10kw with an efficiency of 84% and Power factor of 0.7 lagging
Calculate",2,calculation,medium,false,,,"power, efficiency, power factor",,extracted
d242e5c1,CIRCUIT THEORY EEE 203 (1).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015,1,End of Semester,FIVE(e),A) The input apparent power,2,calculation,medium,false,,,apparent power,,extracted
8be4713c,CIRCUIT THEORY EEE 203 (1).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015,1,End of Semester,FIVE(f),The active and reactive component of current,2,calculation,medium,false,,,"active current, reactive current",,extracted
5cea59c7,CIRCUIT THEORY EEE 203 (1).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015,1,End of Semester,FIVE(g),The reactive power (in kilovars),2,calculation,medium,false,,,reactive power,,extracted
fc9feb7a,CIRCUIT THEORY EEE 203 (1).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015,1,End of Semester,1,"Using superposition theorem find the currents in the different branches of the network.
All resistances area in Ohms.",6,calculation,medium,true,dataset/diagrams/CIRCUIT_THEORY_EEE_203__1__pdf_1_fc9feb7a.jpg,circuit,superposition theorem,,extracted
b49d319f,CIRCUIT THEORY EEE 203 (1).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015,1,End of Semester,Three(a),"State the following
i) Thevenins theorem.
ii) Norton's theorem.",6,explanation,easy,false,,,"Thevenin theorem, Norton's theorem",,extracted
0b072c10,CIRCUIT THEORY EEE 203 (1).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015,1,End of Semester,Three(b),"Using Nortons theorem, find the current in the branch AB containing 6$\Omega$ resistor of the network shown in Fig 3(b)",6,calculation,medium,true,dataset/diagrams/CIRCUIT_THEORY_EEE_203__1__pdf_Three_b__0b072c10.jpg,Circuit diagram,Norton's theorem,,extracted
ff5d73ac,CIRCUIT THEORY EEE 203 (1).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015,1,End of Semester,Three(c),"A resistance of 6$\Omega$ and an inductance of 0.03H is connected across a 50V, 60Hz supply.
Calculate
i) The current
ii) The phase angle between current and applied voltage.
iii) The apparent power.
iv) Active power.",8,calculation,medium,false,,,"series RL circuit, current, phase angle, apparent power, active power",,extracted
f3f7c889,CIRCUIT THEORY EEE 203 (1).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015,1,End of Semester,Four(a),"Explain the following a.c. terminologies
i) Cycle
ii) Frequency
iii) Amplitude
iv) RMS value of sinusoidal current",6,explanation,easy,false,,,AC terminology,,extracted
98820c23,CIRCUIT THEORY EEE 203 (1).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015,1,End of Semester,Four(b),"i) Explain the difference between Thevenin's and Norton's theorems.
ii) The reasons why sinusoidal wave rather than square or triangle wave is chosen for Generation and Transmission of power",6,explanation,medium,false,,,"Thevenin theorem, Norton's theorem, AC waveforms",,extracted
3ac71e00,CIRCUIT THEORY EEE 203 (1).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015,1,End of Semester,Four(c),Determine the load current in the branch EF in the circuit shown. Fig(c). Use star/delta transformation,8,calculation,medium,true,dataset/diagrams/CIRCUIT_THEORY_EEE_203__1__pdf_Four_c__3ac71e00.jpg,Circuit diagram,"star-delta transformation, load current",,extracted
1c81f3bc,CIRCUIT THEORY EEE 203 (1).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015,1,End of Semester,1(a),"Explain the following terminologies used in current electricity
i) Electric power
ii) Electrical Energy
iii) Concept of EMF and potential difference",7,explanation,easy,false,,,"electric power, electrical energy, EMF, potential difference",,extracted
2c37adcc,CIRCUIT THEORY EEE 203 (1).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015,1,End of Semester,1(b),"A battery has an emf of 12.8 Volts and supplies a current of 3.24 A.
Calculate i) the resistance of the circuit
ii) How many coulombs leave the battery in 5 minutes.",5,calculation,easy,false,,,"resistance, coulombs",,extracted
a9747369,CIRCUIT THEORY EEE 203 (1).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015,1,End of Semester,1(c),"Analyze the special case of two resistors in a parallel circuit
i) Total resistance ($R_T$)
ii) Branch currents",4,explanation,medium,false,,,"parallel resistors, total resistance, branch currents",,extracted
d3d17ecc,CIRCUIT THEORY EEE 203 (1).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015,1,End of Semester,1(d),A 50-Ohm resistor is in parallel with a 100-ohm resistor. The current in 50$\Omega$ resistor is 7.2 A. What is the value of third resitance to be added in parallel to make the line current 12.1A.,4,calculation,medium,false,,,"parallel resistors, current division",,extracted
61ca67f6,CIRCUIT THEORY EEE 203 (1).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015,1,End of Semester,1(e),When a resistor is placed across a 230V supply the current is 12A. What is the value of a resistor that must be placed in parallel to increase the load current to 16A.,4,calculation,medium,false,,,"parallel resistors, current division",,extracted
57a13996,CIRCUIT THEORY EEE 203 (1).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015,1,End of Semester,1(f),Using Kirchhoff's laws find the currents through various resistors in the circuit.,6,calculation,medium,true,dataset/diagrams/CIRCUIT_THEORY_EEE_203__1__pdf_1_f__57a13996.jpg,circuit diagram,Kirchhoff's laws,,extracted
a96755fa,CIRCUIT THEORY EEE 203 (1).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015,1,End of Semester,Two(a),"Explain the following terms in circuit analysis
i) Superposition theorem
ii) Kirchhoff's laws
iii) Signs of EMFs and voltage drops.",8,explanation,medium,false,,,"superposition theorem, Kirchhoff's laws, EMF, voltage drop",,extracted
ade19179,CIRCUIT THEORY EEE 203 (1).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015,1,End of Semester,Two(b),Using Kirchhoff's laws. Find the current in various resistors in the circuit shown.,6,calculation,medium,true,dataset/diagrams/CIRCUIT_THEORY_EEE_203__1__pdf_Two_b__ade19179.jpg,circuit diagram,Kirchhoff's laws,,extracted
7e22006c,CIRCUIT THEORY EEE 203 (2).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015/2016,1,FIRST SEMESTER EXAMINATION,Q1(a),"Define the following terms, give their units and how they relate to each other.
i) Capacitance (C)
ii) Inductance (L)
iii) Impedance (Z)
iv) Power factor (p.f)",3,explanation,easy,false,,,"capacitance, inductance, impedance, power factor",,extracted
c023045c,CIRCUIT THEORY EEE 203 (2).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015/2016,1,FIRST SEMESTER EXAMINATION,Q1(b),"i) State Kirchhoff’s laws as applied to dc circuits.
ii) applying Kirchhoff’s voltage law to a network path
    When is an emf labelled positive
IR drop across a resistor labelled positive",4,explanation,medium,false,,,"Kirchhoff's laws, KVL",,extracted
c9dd16ca,CIRCUIT THEORY EEE 203 (2).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015/2016,1,FIRST SEMESTER EXAMINATION,Q1(c),"By using Kirchhoff’s laws, find the currents in various resistors in the circuit shown Fig 1(c)",6,calculation,medium,true,dataset/diagrams/CIRCUIT_THEORY_EEE_203__2__pdf_Q1_c__c9dd16ca.jpg,DC Circuit with Resistors and Voltage Sources,"KVL, KCL, circuit analysis",,extracted
7f3f44ac,CIRCUIT THEORY EEE 203 (2).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015/2016,1,FIRST SEMESTER EXAMINATION,Q1(d),Calculate the value of the unknown resistor R in Fig. 1(d). The voltage drop across the 500 $\Omega$ resistor is 2.5v.,4,calculation,medium,true,dataset/diagrams/CIRCUIT_THEORY_EEE_203__2__pdf_Q1_d__7f3f44ac.jpg,Resistive DC circuit,"Ohm's Law, circuit analysis, series parallel circuits",,extracted
7f1b4119,CIRCUIT THEORY EEE 203 (2).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015/2016,1,FIRST SEMESTER EXAMINATION,Q1(e),"Determine the value of the resistance $R$ that is needed to have the current $I$ to lag behind the applied voltage $V$ by 90° in the circuit shown.: (Fig 1(e), where $Z_1 = 30 + j100 \Omega$ and $Z_R = 50 + j150\Omega$",6,calculation,hard,true,dataset/diagrams/CIRCUIT_THEORY_EEE_203__2__pdf_Q1_e__7f1b4119.jpg,AC circuit with impedances and unknown resistance.,"AC Circuits, Impedance, Phase Lag",,extracted
1a0c26ac,CIRCUIT THEORY EEE 203 (2).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015/2016,1,FIRST SEMESTER EXAMINATION,Q2(a),Define and then identify the following in the diagram Fig. 2(a),,explanation,easy,true,dataset/diagrams/CIRCUIT_THEORY_EEE_203__2__pdf_Q2_a__1a0c26ac.jpg,"AC circuit with resistors, capacitors, inductors, and voltage sources",circuit parameters,,extracted
84912e1b,CIRCUIT THEORY EEE 203 (2).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015/2016,1,FIRST SEMESTER EXAMINATION,Q2(b),"Define the following
i) Electrical Power (1 mark)
ii) Electric Energy (1 mark)
iii) Conductance (1 mark)
",3,explanation,easy,false,,,"Electrical Power, Electric Energy, Conductance",,extracted
45f8f4e6,CIRCUIT THEORY EEE 203 (2).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015/2016,1,FIRST SEMESTER EXAMINATION,Q2(c),"State
i) Thevenin's theorem (3 marks)
ii) Superposition theorem (3 marks)",6,explanation,medium,false,,,"Thevenin Theorem, Superposition Theorem",,extracted
661b497b,CIRCUIT THEORY EEE 203 (2).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015/2016,1,FIRST SEMESTER EXAMINATION,Q2(d),In the network shown Fig 2(c) find the different branch currents by superposition theorem.,5,calculation,medium,true,dataset/diagrams/CIRCUIT_THEORY_EEE_203__2__pdf_Q2_d__661b497b.jpg,DC circuit with two voltage source and three resistors,"DC Network, Superposition Theorem",,extracted
de35f937,CIRCUIT THEORY EEE 203 (2).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015/2016,1,FIRST SEMESTER EXAMINATION,Q3(a),"Define these terms used in circuit analysis
i) Resistance (R) (2 marks)
ii) Capacitance (C) (2 marks)
iii) Inductance (L) (2 marks)
Show how they relate to each other (3 marks)",9,explanation,medium,false,,,"Resistance, Capacitance, Inductance",,extracted
09a58e7b,CIRCUIT THEORY EEE 203 (2).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015/2016,1,FIRST SEMESTER EXAMINATION,Q3(b),"A coil of p.f 0.8 is connected in series with a 110$\mu F$ Capacitor. The frequency is 50$\,H_z$. The p.d across the coil is found to be equal to the p.d across the capacitor, Calculate the resistance and inductance of the coil",5,calculation,medium,false,,,"Power Factor, Series RLC Circuit",,extracted
6047b67c,CIRCUIT THEORY EEE 203 (2).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015/2016,1,FIRST SEMESTER EXAMINATION,Q3(c),"Using Norton's theorem, find the current flowing in the branch AB containing 6$\Omega$ of the network in the Figure 4 (c)",6,calculation,medium,true,dataset/diagrams/CIRCUIT_THEORY_EEE_203__2__pdf_Q3_c__6047b67c.jpg,DC circuit with two voltage sources and four resistors,"Norton's Theorem, DC Circuit",,extracted
28a33873,CIRCUIT THEORY EEE 203 (2).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015/2016,1,FIRST SEMESTER EXAMINATION,Q4(i),Explain The three main methods of solving A.C Parallel circuits,3,explanation,easy,false,,,AC Parallel Circuits,,extracted
387190e6,CIRCUIT THEORY EEE 203 (2).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015/2016,1,FIRST SEMESTER EXAMINATION,Q4(ii),Explain the converse of Thevenin's theorem,3,explanation,medium,false,,,Thevenin theorem,,extracted
709ebfe6,CIRCUIT THEORY EEE 203 (2).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015/2016,1,FIRST SEMESTER EXAMINATION,Q4(iii),When is it appropriate to use Star/Delta Transformation,2,explanation,easy,false,,,Delta-star transform,,extracted
c24831e6,CIRCUIT THEORY EEE 203 (2).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015/2016,1,FIRST SEMESTER EXAMINATION,Q4(a),"A voltage of 230 $\angle 30° \,V$ is applied to two circuits connected in parallel. The current in the branches are 20 $\angle 60° \,A$ and 40 $\angle -30° \,A$. Find
i) The total impedance of the circuit (3 marks)
ii) Active and apparent power of each branch (2 marks)",5,calculation,medium,false,,,"Parallel circuits, AC circuit analysis, Impedance, Apparent power, Active power",,extracted
1d2b9c0a,CIRCUIT THEORY EEE 203 (2).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015/2016,1,FIRST SEMESTER EXAMINATION,Q4(b),"Two impedances $Z_1 = 2 + j3$ and $Z_2 = 3-j4$ are connected in parallel across 250$\,V$, 50$\H_z$ supply. Calculate
i) The current in each branch (2 marks)
ii) The line current (2 marks)
iii) Circuit p.f (1 mark)
iv) Power taken by the circuit (2 marks)",7,calculation,medium,false,,,"AC circuits, Impedance, Current, Power Factor",,extracted
952eb623,CIRCUIT THEORY EEE 203 (2).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015/2016,1,FIRST SEMESTER EXAMINATION,Q5(a),"Define the following terminologies
i) Impedance (2 marks)
ii) Admittance (1 mark)
iii) Conductance (1 mark)
iv) Susceptance (1 mark)
Show how they relate to each other and indicate their units (2 marks)",7,explanation,medium,false,,,"Impedance, Admittance, Conductance, Susceptance",,extracted
09be10d3,CIRCUIT THEORY EEE 203 (2).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015/2016,1,FIRST SEMESTER EXAMINATION,Q5(b),"A 230$\,V$, 50$\,H_z$ a.c supply is applied to a coil of 0.06$\,H$ Inductance and 2.5$\Omega$ resistance connected in series with a 6.8 $\mu F$ capacitor. Calculate
i) Impedance (3 marks)
ii) Current (2 marks)
iii) Phase angle between current and voltage (1 mark)
iv) Power factor (1 mark)
v) Power consumed (1 mark)",8,calculation,medium,false,,,"AC Circuits, Series RLC, Impedance, Current, Power Factor",,extracted
79635844,CIRCUIT THEORY EEE 203 (2).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015/2016,1,FIRST SEMESTER EXAMINATION,Q5(c),"A single phase motor operating off a 400$\,V$, 50$\,H_z$ supply is developing 10$\,kW$ with an efficiency of 84% and Power factor of 0.7 lagging",,other,medium,false,,,"Single Phase Motor, Power Factor, Efficiency",,extracted
9a6e26ae,CIRCUIT THEORY EEE 203 (2).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015/2016,1,FIRST SEMESTER EXAMINATION,Q5(d),"Calculate
A) The input apparent power (2 marks)",2,calculation,medium,false,,,"Single Phase Motor, Apparent Power",,extracted
453b55d0,CIRCUIT THEORY EEE 203 (2).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015/2016,1,FIRST SEMESTER EXAMINATION,Q5(e),"Calculate
f) The active and reactive component of current (2 marks)",2,calculation,medium,false,,,"Single Phase Motor, Active Current, Reactive Current",,extracted
fdb67aa6,CIRCUIT THEORY EEE 203 (2).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015/2016,1,FIRST SEMESTER EXAMINATION,Q5(f),"Calculate
g) The reactive power (in kilovars) (2 marks)",2,calculation,medium,false,,,"Single Phase Motor, Reactive Power",,extracted
b355f1e1,CIRCUIT THEORY EEE 203 (2).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015/2016,1,FIRST SEMESTER EXAMINATION,e,When a resistor is placed across a 230V supply the current is 12A. What is the value of a resistor that must be placed in parallel to increase the load current to 16A,4,calculation,medium,false,,,"parallel circuits, current division, Ohm's law, equivalent resistance",,extracted
21076fc5,CIRCUIT THEORY EEE 203 (2).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015/2016,1,FIRST SEMESTER EXAMINATION,A,"A Battery has an emf of 12.8 Volts and supplies a current of 3.24 A.
Calculate i) the resistance of the circuit
ii) How many coulombs leave the battery in 5 minutes.",2,calculation,medium,false,,,"Ohm's Law, electric charge",,extracted
57c20d99,CIRCUIT THEORY EEE 203 (2).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015/2016,1,FIRST SEMESTER EXAMINATION,c,"Analyze the special case of two resistors in a parallel circuit
i) Total resistance ($R_T$)
ii) Branch currents",2,explanation,medium,false,,,"parallel circuits, total resistance, branch currents",,extracted
6412fee6,CIRCUIT THEORY EEE 203 (2).pdf,EEE 203,CIRCUIT ANALYSIS I,KENYATTA UNIVERSITY,2015/2016,1,FIRST SEMESTER EXAMINATION,d,A 50-Ohm resistor is in parallel with a 100-ohm resistor. The current in 50 $\Omega$ resistor is 7.2 A. What is the value of third resistance to be added in parallel to make the line current 12.1A.,4,calculation,medium,false,,,"parallel circuits, current division",,extracted
